,text,sentiment,source
1950,both rickman and stowe play their roles to the hilt in this tale of a childrens' book writer who   maybe    has written a subversive tract   ,1,imdb
1951,it's a gloriously fun  fast paced and fairly accurate portrayal of the night of a raver   ,1,imdb
1952,it presents a idyllic yet serious portrayal of the ups and downs of the characters lives   ,1,imdb
1953,just whatever you do  avoid  groove  as its the antithesis of all that is good about human traffic   ,0,imdb
1954,it's too bad that everyone else involved didn't share crowe's level of dedication to quality  for if they did  we'd have a far better film on our hands than this sub par mess   ,0,imdb
1955,the movie seemed a little slow at first   ,0,imdb
1956,but it picked up speed and got right to the point   ,1,imdb
1957,it showed exactly how the government and the scientist argued for humanity and the reasons of the  gadget    ,1,imdb
1958,i enjoyed it   ,1,imdb
1959,i have recommended it to friends   ,1,imdb
1960,i was particularly pleased with the acting ability of dwight schultz   ,1,imdb
1961,both actors truly understand and become their particular character  delivering a convincing  sincere performance   ,1,imdb
1962,their on screen chemistry  critical to the entire film  is genuine   ,1,imdb
1963,the film's dialogue is natural  real to life   ,1,imdb
1964,the writer  gorman bechard  undoubtedly did his homework because all references are industry and character age appropriate   ,1,imdb
1965,the incredible soundtrack truly captures the essence of the film   ,1,imdb
1966,each track commands sentiment  actually contributing to the scenes and characters   ,1,imdb
1967,definitely worth seeingâ… it's the sort of thought provoking film that forces you to question your own threshold of loneliness   ,1,imdb
1968,hayao miyazaki's latest and eighth film for studio ghibili   gake no ue no ponyo   ponyo on the cliff by the sea  is a wonderfully fun and imaginative look at childhood   ,1,imdb
1969,at a time when it seems that film animation has been dominated by disney pixar's cgi masterpieces  it is both refreshing and comforting to know that miyazaki is still relying on traditional hand drawn animation to tell his charming and enchanting stories   ,1,imdb
1970,enough can not be said of the remarkable animation in this film   ,1,imdb
1971,the art style has the appearance of crayon pencil drawings and is wonderfully colorful and fanciful   ,1,imdb
1972,if you act in such a film  you should be glad that you're gonna drift away from earth as far as possible   ,0,imdb
1973,this one wants to surf on the small wave of space movies in 1998  deep impact and armageddon   and this one fails everywhere   ,0,imdb
1974,if you haven't choked in your own vomit by the end  by all the cheap drama and worthless dialogue  you've must have bored yourself to death with this waste of time   ,0,imdb
1975,still  it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost   ,1,imdb
1976,just consider the excellent story  solid acting and look of the film as added bonuses   ,1,imdb
1977,instead  we got a bore fest about a whiny  spoiled brat babysitting   ,0,imdb
1978,then i watched it again two sundays ago  march 20th  2005  and i began to really enjoy it and this time i taped the entire thing   ,1,imdb
1979,it is a very well acted and done tv movie   ,1,imdb
1980,judith light is one of my favorite actresses and i think she does a superb job in this film   ,1,imdb
1981,i keep watching it over and over   ,1,imdb
1982,it's a sad movie  but very good   ,1,imdb
1983,if you have not seen this movie  i definitely recommend it   ,1,imdb
1984,she is as lovely as usual  this cutie   ,1,imdb
1985,still it's quite interesting and entertaining to follow   ,1,imdb
1986,   recommend with confidence   ,1,imdb
1987,this movie is well balanced with comedy and drama and i thoroughly enjoyed myself   ,1,imdb
1988,it was a riot to see hugo weaving play a sex obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming darren  tom hollander    ,1,imdb
1989,   anyway  the plot flowed smoothly and the male bonding scenes were a hoot   ,1,imdb
1990,the opening sequence of this gem is a classic  and the cat n mouse games that follow are a delight to watch   ,1,imdb
1991,fans of the genre will be in heaven   ,1,imdb
1992,lange had become a great actress   ,1,imdb
1993,it looked like a wonderful story   ,1,imdb
1994,i never walked out of a movie faster   ,0,imdb
1995,i just got bored watching jessice lange take her clothes off   ,0,imdb
1996,unfortunately  any virtue in this film's production work was lost on a regrettable script   ,0,imdb
1997,in a word  it is embarrassing   ,0,imdb
1998,exceptionally bad   ,0,imdb
1999,all in all its an insult to one's intelligence and a huge waste of money   ,0,imdb
2000,wow    loved this place ,1,yelp
2001,crust is not good ,0,yelp
2002,not tasty and the texture was just nasty ,0,yelp
2003,stopped by during the late may bank holiday off rick steve recommendation and loved it ,1,yelp
2004,the selection on the menu was great and so were the prices ,1,yelp
2005,now i am getting angry and i want my damn pho ,0,yelp
2006,honeslty it didn't taste that fresh  ,0,yelp
2007,the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer ,0,yelp
2008,the fries were great too ,1,yelp
2009,a great touch ,1,yelp
2010,service was very prompt ,1,yelp
2011,would not go back ,0,yelp
2012,the cashier had no care what so ever on what i had to say it still ended up being wayyy overpriced ,0,yelp
2013,i tried the cape cod ravoli  chicken with cranberry   mmmm ,1,yelp
2014,i was disgusted because i was pretty sure that was human hair ,0,yelp
2015,i was shocked because no signs indicate cash only ,0,yelp
2016,highly recommended ,1,yelp
2017,waitress was a little slow in service ,0,yelp
2018,this place is not worth your time  let alone vegas ,0,yelp
2019,did not like at all ,0,yelp
2020,the burrittos blah ,0,yelp
2021,the food  amazing ,1,yelp
2022,service is also cute ,1,yelp
2023,i could care less    the interior is just beautiful ,1,yelp
2024,so they performed ,1,yelp
2025,that's right    the red velvet cake     ohhh this stuff is so good ,1,yelp
2026,  they never brought a salad we asked for ,0,yelp
2027,this hole in the wall has great mexican street tacos  and friendly staff ,1,yelp
2028,took an hour to get our food only 4 tables in restaurant my food was luke warm  our sever was running around like he was totally overwhelmed ,0,yelp
2029,the worst was the salmon sashimi ,0,yelp
2030,also there are combos like a burger  fries  and beer for 23 which is a decent deal ,1,yelp
2031,this was like the final blow ,0,yelp
2032,i found this place by accident and i could not be happier ,1,yelp
2033,seems like a good quick place to grab a bite of some familiar pub food  but do yourself a favor and look elsewhere ,0,yelp
2034,overall  i like this place a lot ,1,yelp
2035,the only redeeming quality of the restaurant was that it was very inexpensive ,1,yelp
2036,ample portions and good prices ,1,yelp
2037,poor service  the waiter made me feel like i was stupid every time he came to the table ,0,yelp
2038,my first visit to hiro was a delight ,1,yelp
2039,service sucks ,0,yelp
2040,the shrimp tender and moist ,1,yelp
2041,there is not a deal good enough that would drag me into that establishment again ,0,yelp
2042,hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick ,0,yelp
